adenoma	DOID_657	hsa-let-7a	normal	Northern blot, qRT-PCR etc	2007.0	Disrupting the pairing between let-7 and Hmga2 enhances oncogenic transformation.
lung cancer	DOID_3905	hsa-mir-21	up-regulated	Northern blot, qRT-PCR etc	2006.0	Unique microRNA molecular profiles in lung cancer diagnosis and prognosis.
lung cancer	DOID_3905	hsa-mir-218-2	down-regulated	microarray	2006.0	Unique microRNA molecular profiles in lung cancer diagnosis and prognosis.
lung cancer	DOID_3905	hsa-mir-219-1	down-regulated	microarray	2006.0	Unique microRNA molecular profiles in lung cancer diagnosis and prognosis.
lung cancer	DOID_3905	hsa-mir-199b	down-regulated	microarray	2006.0	Unique microRNA molecular profiles in lung cancer diagnosis and prognosis.
lung cancer	DOID_3905	hsa-mir-181c	down-regulated	microarray	2006.0	Unique microRNA molecular profiles in lung cancer diagnosis and prognosis.
lung cancer	DOID_3905	hsa-let-7c	up-regulated	Northern blot, qRT-PCR etc	2005.0	Real-time expression profiling of microRNA precursors in human cancer cell lines.
lung cancer	DOID_3905	hsa-let-7c	down-regulated	Northern blot, qRT-PCR etc	2007.0	Homozygous deletion scanning of the lung cancer genome at a 100-kb resolution.
lung cancer	DOID_3905	hsa-mir-143	down-regulated	microarray	2006.0	Unique microRNA molecular profiles in lung cancer diagnosis and prognosis.
lung cancer	DOID_3905	hsa-let-7f-1	up-regulated	Northern blot, qRT-PCR etc	2005.0	Real-time expression profiling of microRNA precursors in human cancer cell lines.
lung cancer	DOID_3905	hsa-let-7c	down-regulated	Northern blot, qRT-PCR etc	2007.0	The let-7 microRNA represses cell proliferation pathways in human cells.
lymphoproliferative disease	DOID_619	hsa-mir-17-92	up-regulated	Northern blot, qRT-PCR etc	2008.0	Lymphoproliferative disease and autoimmunity in mice with increased miR-17-92 expression in lymphocytes.
malignant lymphoma	DOID_353	hsa-mir-17-3p	up-regulated	Northern blot, qRT-PCR etc	2005.0	A microRNA cluster as a target of genomic amplification in malignant lymphoma.
malignant lymphoma	DOID_353	hsa-mir-19a	up-regulated	Northern blot, qRT-PCR etc	2005.0	A microRNA cluster as a target of genomic amplification in malignant lymphoma.
malignant lymphoma	DOID_353	hsa-mir-19b	up-regulated	Northern blot, qRT-PCR etc	2005.0	A microRNA cluster as a target of genomic amplification in malignant lymphoma.
malignant lymphoma	DOID_353	hsa-mir-17-5p	up-regulated	Northern blot, qRT-PCR etc	2005.0	A microRNA cluster as a target of genomic amplification in malignant lymphoma.
malignant lymphoma	DOID_353	hsa-mir-92-1	up-regulated	Northern blot, qRT-PCR etc	2005.0	A microRNA cluster as a target of genomic amplification in malignant lymphoma.
malignant lymphoma	DOID_353	hsa-mir-20a	up-regulated	Northern blot, qRT-PCR etc	2005.0	A microRNA cluster as a target of genomic amplification in malignant lymphoma.
malignant melanoma	DOID_1909	hsa-let-7g	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-let-7d	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-let-7e	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-135a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-135b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-31	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-34a	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-15b represents an independent prognostic parameter and is correlated with tumor cell proliferation and apoptosis in malignant melanoma
malignant melanoma	DOID_1909	hsa-mir-15	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-15b represents an independent prognostic parameter and is correlated with tumor cell proliferation and apoptosis in malignant melanoma
malignant melanoma	DOID_1909	hsa-mir-210	up-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-15b represents an independent prognostic parameter and is correlated with tumor cell proliferation and apoptosis in malignant melanoma
malignant melanoma	DOID_1909	hsa-mir-184	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-185	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-302c	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-302d	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-19a	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-200a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-204	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-let-7a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-125b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-30b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-374	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-154	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-200b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-200c	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-323	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-324-5p	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-325	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-17-3p	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-100	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-189	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-34a	down-regulated	northern blot, qRT-PCR etc	2009.0	MicroRNA-34a inhibits uveal melanoma cell proliferation and migration through downregulation of c-Met.
malignant melanoma	DOID_1909	hsa-mir-104	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-105	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-122a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-9	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-141	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-140	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-532-5p	up-regulated	northern blot, qRT-PCR etc	2009.0	Regulation of RUNX3 Tumor Suppressor Gene Expression in Cutaneous Melanoma.
malignant melanoma	DOID_1909	hsa-mir-28	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-27a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-331	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-181a	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-213	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-211	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-144	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-139	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-222	up-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-302a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-302b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-127	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-128a	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-95	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-128b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-129	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-221	up-regulated	Northern blot, qRT-PCR etc	2008.0	The promyelocytic leukemia zinc finger-microRNA-221/-222 pathway controls melanoma progression through multiple oncogenic mechanisms.
malignant melanoma	DOID_1909	hsa-let-7a	down-regulated	Northern blot, qRT-PCR etc	2008.0	Integrin beta(3) expression is regulated by let-7a miRNA in malignant melanoma.
malignant melanoma	DOID_1909	hsa-mir-137	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-138	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-199b	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-215	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-96	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
malignant melanoma	DOID_1909	hsa-mir-183	down-regulated	Northern blot, qRT-PCR etc	2008.0	MicroRNA let-7b targets important cell cycle molecules in malignant melanoma cells and interferes with anchorage-independent growth.
